Reporting Date;Sale Month;Store;Artist;Title;ISRC;UPC;Quantity;Team Percentage;Song/Album;Country of Sale;Songwriter Royalties Withheld;Earnings (USD)
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;US;0;0.01057142
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;84;100;Song;US;0;0.76989411
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;6;100;Song;US;0;0.06005886
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;US;0;0.00000000
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;US;0;0.00212738
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;6;100;Song;US;0;0.01995612
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;US;0;0.00360484
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;316;100;Song;US;0;1.55333043
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;US;0;0.00983121
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;US;0;0.02340716
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;US;0;0.00762544
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;5;100;Song;US;0;0.04669525
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;498;100;Song;US;0;4.65084672
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;US;0;0.01050792
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;253;100;Song;US;0;0.88616785
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;DO;0;0.00803722
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;ZA;0;0.00261013
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;ZA;0;0.00316852
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;8;100;Song;ZA;0;0.02219199
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;47;100;Song;ZA;0;0.13037792
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;ZA;0;0.00175098
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;4;100;Song;TR;0;0.00669708
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;5;100;Song;SE;0;0.01353652
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;20;100;Song;RU;0;0.06535303
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;6;100;Song;NZ;0;0.06376093
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;NZ;0;0.00301603
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;NZ;0;0.00301603
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;NG;0;0.00063476
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;MY;0;0.00149964
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;7;100;Song;KZ;0;0.00500073
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;MX;0;0.00239417
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;4;100;Song;MX;0;0.00957668
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;MX;0;0.00474766
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;FR;0;0.00592871
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;9;100;Song;FR;0;0.05794562
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;63;100;Song;FR;0;0.13198881
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;16;100;Song;FR;0;0.03352097
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;13;100;Song;DE;0;0.04020327
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;JP;0;0.00884314
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;40;100;Song;DE;0;0.26854297
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;DE;0;0.00655723
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;AT;0;0.00352408
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;FI;0;0.01884304
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;PT;0;0.00669481
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;ES;0;0.01651658
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;12;100;Song;IN;0;0.02744874
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;4;100;Song;GB;0;0.03147527
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;6;100;Song;GB;0;0.02872593
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;24;100;Song;GB;0;0.12391747
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;9;100;Song;GB;0;0.04646905
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;9;100;Song;GB;0;0.09254430
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;4;100;Song;GB;0;0.04073699
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;35;100;Song;GB;0;0.35644870
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;GB;0;0.00335464
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;12;100;Song;GB;0;0.04025568
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;45;100;Song;CA;0;0.19396924
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;CA;0;0.00862086
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;CA;0;0.00205162
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;CA;0;0.00508814
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;CA;0;0.00206964
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;AU;0;0.00472428
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;17;100;Song;CA;0;0.06727930
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;271;100;Song;CA;0;1.07251126
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;9;100;Song;AU;0;0.06528411
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;AU;0;0.00245478
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;53;100;Song;AU;0;0.13010321
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;240;100;Song;CA;0;1.68831837
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;38;100;Song;CA;0;0.26731708
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;70;100;Song;CA;0;0.18843670
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;379;100;Song;CA;0;1.02025014
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;13;100;Song;CH;0;0.06265650
2019-09-26;2019-08;Apple Music;FRVRFRIDAY;Maliblue;QZHN31922730;;23;100;Song;CH;0;0.17046652
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;5;100;Song;US;0;0.00366300
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;AR;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;AU;0;0.00020400
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;BR;0;0.00172500
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;CA;0;0.00233700
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;DE;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;FR;0;0.00188800
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;GB;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;GR;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;HU;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;6;100;Song;US;0;0.01495300
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;ZA;0;0.00122000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;CA;0;0.02369800
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;CO;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;FR;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;NO;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;US;0;0.01167600
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;CA;0;0.00435200
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;GB;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;GR;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;US;0;0.00260600
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;CA;0;0.02034200
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;ES;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;GB;0;0.00203900
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;4;100;Song;GR;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;IE;0;0.00000000
2019-09-27;2019-08;YouTube (Ads);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;NL;0;0.00000000
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;BR;0;0.00743100
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;7;100;Song;BR;0;0.05201400
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;BR;0;0.01486100
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;CA;0;0.01646600
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;13;100;Song;CA;0;0.07134200
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;DE;0;0.01517200
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;FR;0;0.02193000
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;FR;0;0.01462000
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;FR;0;0.01136300
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;GB;0;0.00926300
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;KR;0;0.01306800
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;NO;0;0.03081100
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;PT;0;0.00586400
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;PT;0;0.00586400
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;US;0;0.01456400
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;US;0;0.00539000
2019-09-27;2019-08;YouTube (Red);FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;US;0;0.00539000
2019-10-02;2019-08;Google Play All Access;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;AU;0;0.00584651
2019-10-02;2019-08;Google Play All Access;FRVRFRIDAY;Maliblue;QZHN31922730;;12;100;Song;CA;0;0.04632651
2019-10-02;2019-08;Google Play All Access;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;GB;0;0.00927947
2019-10-02;2019-08;Google Play All Access;FRVRFRIDAY;Maliblue;QZHN31922730;;34;100;Song;US;0;0.18344749
2019-10-02;2019-08;Google Play All Access;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;US;0;0.01079103
2019-10-02;2019-08;Google Play All Access;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;ZA;0;0.00615825
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;43;100;Song;SE;0;0.23149405
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;NZ;0;0.00529361
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;6;100;Song;BE;0;0.01272226
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;NZ;0;0.00361043
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1156;100;Song;CA;0;2.45909928
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;TR;0;0.00283425
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;495;100;Song;CA;0;0.76163788
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;20;100;Song;CA;0;0.05477650
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;50;100;Song;BE;0;0.14875870
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;68;100;Song;CA;0;0.09548398
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;CO;0;0.00090920
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;4;100;Song;DE;0;0.00688554
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;FI;0;0.01286848
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;TW;0;0.00010554
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;BE;0;0.00401061
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;MY;0;0.00090591
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;CL;0;0.00248025
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;BE;0;0.00417662
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;42;100;Song;SG;0;0.17977168
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;PH;0;0.00061456
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;34;100;Song;NL;0;0.19015991
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;SA;0;0.00970440
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;13;100;Song;TR;0;0.00651285
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;18;100;Song;AU;0;0.03146922
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;NO;0;0.00319156
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;DE;0;0.00127201
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;17;100;Song;NO;0;0.04172662
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;8;100;Song;FR;0;0.00284415
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;45;100;Song;FR;0;0.24026286
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;CZ;0;0.00017261
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;IE;0;0.00660959
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;SE;0;0.00208886
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;DE;0;0.00357635
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;231;100;Song;CA;0;0.38704924
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;5;100;Song;FI;0;0.00332459
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;PH;0;0.00006816
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;BE;0;0.00574107
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;5;100;Song;BG;0;0.00725494
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;IT;0;0.00309481
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;ES;0;0.00372367
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;ZA;0;0.00071351
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;91;100;Song;CH;0;0.33962992
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;MX;0;0.00024736
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;6;100;Song;NL;0;0.01037614
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;32;100;Song;DE;0;0.07305622
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;PL;0;0.00005607
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;BE;0;0.00101585
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;26;100;Song;NL;0;0.07449534
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;8;100;Song;HK;0;0.03837675
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;PT;0;0.00041667
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;ZA;0;0.00070362
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;17;100;Song;CA;0;0.01906909
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;DK;0;0.00323663
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;20;100;Song;CA;0;0.00000000
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;19;100;Song;GR;0;0.07103443
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;HU;0;0.00159303
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;MX;0;0.00335867
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;7;100;Song;ZA;0;0.01498262
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;5;100;Song;NZ;0;0.02387457
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;42;100;Song;DE;0;0.10761036
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;5;100;Song;IL;0;0.00138414
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;9;100;Song;MY;0;0.02085562
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;4;100;Song;NO;0;0.02642078
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;5;100;Song;NZ;0;0.01291795
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;LT;0;0.00759356
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;57;100;Song;AU;0;0.24706595
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1493;100;Song;CA;0;5.66900296
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;NO;0;0.01198676
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;7;100;Song;CA;0;0.02223207
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;MX;0;0.00472962
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;131;100;Song;DE;0;0.64510149
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;7;100;Song;CA;0;0.02266743
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;AR;0;0.00166669
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;16;100;Song;FR;0;0.03728945
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;19;100;Song;IT;0;0.11027641
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;4;100;Song;FR;0;0.01958581
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;GR;0;0.00014952
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;18;100;Song;CH;0;0.13052626
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;8;100;Song;DK;0;0.05891135
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;PH;0;0.00146110
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;SE;0;0.00089931
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;TW;0;0.00253742
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;14;100;Song;BR;0;0.02192094
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;DK;0;0.00775187
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;IS;0;0.02178901
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;IT;0;0.00252752
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;6;100;Song;SE;0;0.01907789
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;1;100;Song;AT;0;0.00195693
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;24;100;Song;CH;0;0.14891592
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;ES;0;0.01463961
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;7;100;Song;FR;0;0.01197576
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;IS;0;0.01295643
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;21;100;Song;PL;0;0.02550498
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;10;100;Song;RO;0;0.01060481
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;4;100;Song;AU;0;0.00449655
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;17;100;Song;IT;0;0.00495939
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;5;100;Song;ES;0;0.01201204
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;3;100;Song;IE;0;0.01859635
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;7;100;Song;AT;0;0.00303874
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;41;100;Song;AU;0;0.09209014
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;2;100;Song;MX;0;0.00148969
2019-10-29;2019-08;Spotify;FRVRFRIDAY;Maliblue;QZHN31922730;;11;100;Song;DE;0;0.04873640
